0, 0, Header, 1, 6, 240
1, 0, Start_track
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Tempo, 789473
1, 0, SMPTE_offset, 64, 0, 0, 0, 93
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "(C) & (P) 1993"
2, 127, End_track
3, 0, Start_track
3, 0, Title_t, "CCARH,Stanford"
3, 0, End_track
4, 0, Start_track
4, 0, Title_t, "Track 1"
4, 0, Program_c, 0, 6
4, 0, Note_on_c, 0, 72, 88
4, 116, Note_off_c, 0, 72, 0
4, 120, Note_on_c, 0, 65, 88
4, 142, Note_off_c, 0, 65, 0
4, 143, Note_on_c, 0, 64, 88
4, 172, Note_off_c, 0, 64, 0
4, 173, Note_on_c, 0, 65, 88
4, 221, Note_off_c, 0, 65, 0
4, 240, Note_on_c, 0, 65, 88
4, 341, Note_off_c, 0, 65, 0
4, 360, Note_on_c, 0, 65, 88
4, 476, Note_off_c, 0, 65, 0
4, 480, Note_on_c, 0, 73, 88
4, 538, Note_off_c, 0, 73, 0
4, 540, Note_on_c, 0, 70, 88
4, 598, Note_off_c, 0, 70, 0
4, 600, Note_on_c, 0, 64, 88
4, 701, Note_off_c, 0, 64, 0
4, 720, Note_on_c, 0, 64, 88
4, 821, Note_off_c, 0, 64, 0
4, 840, Note_on_c, 0, 64, 88
4, 898, Note_off_c, 0, 64, 0
4, 900, Note_on_c, 0, 65, 88
4, 958, Note_off_c, 0, 65, 0
4, 960, Note_on_c, 0, 67, 88
4, 1018, Note_off_c, 0, 67, 0
4, 1020, Note_on_c, 0, 68, 88
4, 1078, Note_off_c, 0, 68, 0
4, 1080, Note_on_c, 0, 70, 88
4, 1138, Note_off_c, 0, 70, 0
4, 1140, Note_on_c, 0, 68, 88
4, 1198, Note_off_c, 0, 68, 0
4, 1200, Note_on_c, 0, 67, 88
4, 1258, Note_off_c, 0, 67, 0
4, 1260, Note_on_c, 0, 68, 88
4, 1318, Note_off_c, 0, 68, 0
4, 1320, Note_on_c, 0, 70, 88
4, 1378, Note_off_c, 0, 70, 0
4, 1380, Note_on_c, 0, 73, 88
4, 1438, Note_off_c, 0, 73, 0
4, 1440, Note_on_c, 0, 72, 88
4, 1498, Note_off_c, 0, 72, 0
4, 1500, Note_on_c, 0, 70, 88
4, 1558, Note_off_c, 0, 70, 0
4, 1560, Note_on_c, 0, 68, 88
4, 1618, Note_off_c, 0, 68, 0
4, 1620, Note_on_c, 0, 67, 88
4, 1678, Note_off_c, 0, 67, 0
4, 1680, Note_on_c, 0, 65, 88
4, 1738, Note_off_c, 0, 65, 0
4, 1740, Note_on_c, 0, 67, 88
4, 1798, Note_off_c, 0, 67, 0
4, 1800, Note_on_c, 0, 68, 88
4, 1858, Note_off_c, 0, 68, 0
4, 1860, Note_on_c, 0, 70, 88
4, 1918, Note_off_c, 0, 70, 0
4, 1920, Note_on_c, 0, 72, 88
4, 1978, Note_off_c, 0, 72, 0
4, 1980, Note_on_c, 0, 74, 88
4, 2038, Note_off_c, 0, 74, 0
4, 2040, Note_on_c, 0, 75, 88
4, 2098, Note_off_c, 0, 75, 0
4, 2100, Note_on_c, 0, 74, 88
4, 2158, Note_off_c, 0, 74, 0
4, 2160, Note_on_c, 0, 72, 88
4, 2218, Note_off_c, 0, 72, 0
4, 2220, Note_on_c, 0, 74, 88
4, 2278, Note_off_c, 0, 74, 0
4, 2280, Note_on_c, 0, 75, 88
4, 2338, Note_off_c, 0, 75, 0
4, 2340, Note_on_c, 0, 79, 88
4, 2398, Note_off_c, 0, 79, 0
4, 2400, Note_on_c, 0, 77, 88
4, 2458, Note_off_c, 0, 77, 0
4, 2460, Note_on_c, 0, 75, 88
4, 2518, Note_off_c, 0, 75, 0
4, 2520, Note_on_c, 0, 74, 88
4, 2578, Note_off_c, 0, 74, 0
4, 2580, Note_on_c, 0, 72, 88
4, 2638, Note_off_c, 0, 72, 0
4, 2640, Note_on_c, 0, 71, 88
4, 2698, Note_off_c, 0, 71, 0
4, 2700, Note_on_c, 0, 69, 88
4, 2758, Note_off_c, 0, 69, 0
4, 2760, Note_on_c, 0, 67, 88
4, 2818, Note_off_c, 0, 67, 0
4, 2820, Note_on_c, 0, 69, 88
4, 2878, Note_off_c, 0, 69, 0
4, 2880, Note_on_c, 0, 71, 88
4, 2938, Note_off_c, 0, 71, 0
4, 2940, Note_on_c, 0, 72, 88
4, 2998, Note_off_c, 0, 72, 0
4, 3000, Note_on_c, 0, 74, 88
4, 3116, Note_off_c, 0, 74, 0
4, 3120, Note_on_c, 0, 77, 88
4, 3236, Note_off_c, 0, 77, 0
4, 3240, Note_on_c, 0, 80, 88
4, 3356, Note_off_c, 0, 80, 0
4, 3360, Note_on_c, 0, 71, 88
4, 3476, Note_off_c, 0, 71, 0
4, 3480, Note_on_c, 0, 72, 88
4, 3596, Note_off_c, 0, 72, 0
4, 3600, Note_on_c, 0, 75, 88
4, 3716, Note_off_c, 0, 75, 0
4, 3720, Note_on_c, 0, 79, 88
4, 3836, Note_off_c, 0, 79, 0
4, 3840, Note_on_c, 0, 84, 88
4, 3956, Note_off_c, 0, 84, 0
4, 3960, Note_on_c, 0, 73, 88
4, 4076, Note_off_c, 0, 73, 0
4, 4080, Note_on_c, 0, 84, 88
4, 4196, Note_off_c, 0, 84, 0
4, 4200, Note_on_c, 0, 82, 88
4, 4316, Note_off_c, 0, 82, 0
4, 4320, Note_on_c, 0, 73, 88
4, 4436, Note_off_c, 0, 73, 0
4, 4440, Note_on_c, 0, 72, 88
4, 4556, Note_off_c, 0, 72, 0
4, 4560, Note_on_c, 0, 75, 88
4, 4676, Note_off_c, 0, 75, 0
4, 4680, Note_on_c, 0, 80, 88
